accuracy,architecture,batch_size,class_count,epochs_requested,epochs_run,error,error_type,image_mode,image_size,macro_f1,model_path,model_sha256,nonzero_family_f1_count,param_count,patience,seed,status,task,test_rows,train_rows,train_seconds,val_rows,weighted_f1
0.7711111111111111,inception_small,8,10,10,10,,,gray,256,0.7697805558371364,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_gray_256_seed2027/malware_family_inception_small_gray_256_seed2027.keras,0c2eb45c468254fb4e92da7ec0696ebf04e435cae168ec545a0c737cb2f74234,10,2263370,3,2027,completed,malware_family,450,2080,262.544,450,0.7697805558371363
0.7733333333333333,inception_small,8,10,10,10,,,gray,256,0.7747225557664076,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_gray_256_seed4099/malware_family_inception_small_gray_256_seed4099.keras,ce699d80a35b81f7576c6efab539f8d4f62d742d667c2fd7f18de1680c6aad0c,10,2263370,3,4099,completed,malware_family,450,2080,262.896,450,0.7747225557664077
0.1,convnext_tiny_scratch,8,10,10,10,,,gray,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_256_seed1337/malware_family_convnext_tiny_scratch_gray_256_seed1337.keras,edfa652e726b77d0f297d3e53c6a4e570a68419d09ae6445e0015a7e8004f58a,1,1998682,3,1337,completed,malware_family,450,2080,66.704,450,0.01818181818181818
0.1,convnext_tiny_scratch,8,10,10,10,,,gray,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_256_seed2027/malware_family_convnext_tiny_scratch_gray_256_seed2027.keras,5e0ee3711055b4c8c8de1f51084a2d5538bb9e4abf129c4cafa24fb86103bc4e,1,1998682,3,2027,completed,malware_family,450,2080,64.273,450,0.01818181818181818
0.1,convnext_tiny_scratch,8,10,10,10,,,gray,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_256_seed4099/malware_family_convnext_tiny_scratch_gray_256_seed4099.keras,161e5af078d9565ebfea8da566b5f27f3a725aa959596e40485a4c45f0819904,1,1998682,3,4099,completed,malware_family,450,2080,64.247,450,0.01818181818181818
0.6555555555555556,compact_cnn,8,10,10,7,,,rgb_triplet,256,0.6254601973790435,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_256_seed1337/malware_family_compact_cnn_rgb_triplet_256_seed1337.keras,2d19e2387c329726096bd4eee0bf764a6c85c3052d154880c03ce2f2c719bf75,9,182066,3,1337,completed,malware_family,450,2080,24.783,450,0.6254601973790435
0.7244444444444444,compact_cnn,8,10,10,10,,,rgb_triplet,256,0.7269779562848778,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_256_seed2027/malware_family_compact_cnn_rgb_triplet_256_seed2027.keras,99b550928842254782a89ecab64c48db487566dfd94ab9daf7e56dccf1ab7ab5,10,182066,3,2027,completed,malware_family,450,2080,32.529,450,0.7269779562848778
0.78,compact_cnn,8,10,10,10,,,rgb_triplet,256,0.7843205091873011,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_256_seed4099/malware_family_compact_cnn_rgb_triplet_256_seed4099.keras,08acf4dae3bc02c5baade004ce73fcb228e21ee1135a67be98237fa30f828773,10,182066,3,4099,completed,malware_family,450,2080,32.484,450,0.7843205091873011
0.7422222222222222,dense_small,8,10,10,10,,,rgb_triplet,256,0.7455598266973389,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_256_seed1337/malware_family_dense_small_rgb_triplet_256_seed1337.keras,0edde69906f7207145c475df9059c91d90c7a9cfda97ab8d7b6dd89de4a5dae8,10,300586,3,1337,completed,malware_family,450,2080,77.99,450,0.7455598266973388
0.6755555555555556,dense_small,8,10,10,10,,,rgb_triplet,256,0.6620894383813898,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_256_seed2027/malware_family_dense_small_rgb_triplet_256_seed2027.keras,61bed89e9e1aea937c1d6f610ff40849f08544e165d8606515c89ede00a87349,10,300586,3,2027,completed,malware_family,450,2080,77.464,450,0.6620894383813897
0.6311111111111111,dense_small,8,10,10,7,,,rgb_triplet,256,0.5956685736483859,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_256_seed4099/malware_family_dense_small_rgb_triplet_256_seed4099.keras,24d61a0575e695ec138d397e79c32b9228c2c333a28c114cdee960be7b39056f,10,300586,3,4099,completed,malware_family,450,2080,56.005,450,0.5956685736483861
0.7266666666666667,residual_small,8,10,10,7,,,rgb_triplet,256,0.7328416627904806,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_256_seed1337/malware_family_residual_small_rgb_triplet_256_seed1337.keras,0fabbe3d764cbc621a7bd38dfc7490581c449218f8c77a79cfe5e3be76cd1c41,10,920010,3,1337,completed,malware_family,450,2080,47.606,450,0.7328416627904807
0.7311111111111112,residual_small,8,10,10,10,,,rgb_triplet,256,0.7351656696744758,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_256_seed2027/malware_family_residual_small_rgb_triplet_256_seed2027.keras,ddf3a779b28d89c72bb03ed912ca341cd6986d5dcec3c06da9482c1fd664e93b,10,920010,3,2027,completed,malware_family,450,2080,64.085,450,0.7351656696744757
0.7622222222222222,residual_small,8,10,10,10,,,rgb_triplet,256,0.7617529164355561,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_256_seed4099/malware_family_residual_small_rgb_triplet_256_seed4099.keras,23c489345f1cf8867789e2f669b505a689c8c8386315dbde6d6d165022c23a85,10,920010,3,4099,completed,malware_family,450,2080,63.958,450,0.7617529164355562
0.7666666666666667,inception_small,8,10,10,10,,,rgb_triplet,256,0.768495693308495,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_256_seed1337/malware_family_inception_small_rgb_triplet_256_seed1337.keras,286bbd5148e1167bd19deeafd19c85ad66fdb9e5a67aa5e1d5b581c9b1ed2c25,10,2263946,3,1337,completed,malware_family,450,2080,265.911,450,0.7684956933084949
0.76,inception_small,8,10,10,10,,,rgb_triplet,256,0.7597504036426712,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_256_seed2027/malware_family_inception_small_rgb_triplet_256_seed2027.keras,607b6ae9ef299eb50c44ca08a8d12dcbbaa4632c9b1dff102099d3e3e70b8642,10,2263946,3,2027,completed,malware_family,450,2080,265.444,450,0.7597504036426711
0.7755555555555556,inception_small,8,10,10,10,,,rgb_triplet,256,0.7746420979540668,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_256_seed4099/malware_family_inception_small_rgb_triplet_256_seed4099.keras,6335ee22c72d6373f92d5981c1d4d114b8e9174f2ad78051bd5c782f3da76db2,10,2263946,3,4099,completed,malware_family,450,2080,265.608,450,0.7746420979540667
0.1,convnext_tiny_scratch,8,10,10,10,,,rgb_triplet,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed1337/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed1337.keras,d7166d7b7bf6e18c7852cc6fcf60ae592254ce63be1fc3679090e8ce3ed81638,1,2000218,3,1337,completed,malware_family,450,2080,67.173,450,0.01818181818181818
0.1,convnext_tiny_scratch,8,10,10,7,,,rgb_triplet,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed2027/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed2027.keras,40a99e4621976b865b17bda782b71889882ea39228aa2bb876f25be762348ed4,1,2000218,3,2027,completed,malware_family,450,2080,51.373,450,0.01818181818181818
0.1,convnext_tiny_scratch,8,10,10,10,,,rgb_triplet,256,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed4099/malware_family_convnext_tiny_scratch_rgb_triplet_256_seed4099.keras,e0114fc7ac3df355caf9a41b5104a8b5eaa17f8d3d1f282b92f7ab52d9612db4,1,2000218,3,4099,completed,malware_family,450,2080,66.728,450,0.01818181818181818
0.7177777777777777,compact_cnn,4,10,10,10,,,gray,512,0.7173866195916879,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_gray_512_seed1337/malware_family_compact_cnn_gray_512_seed1337.keras,b9a5717c5c92181153fc4f9ca75b65241fffa1fa2c0368175e09d044f76372de,10,181634,3,1337,completed,malware_family,450,2080,104.778,450,0.717386619591688
0.7111111111111111,compact_cnn,4,10,10,10,,,gray,512,0.7010337698166934,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_gray_512_seed2027/malware_family_compact_cnn_gray_512_seed2027.keras,66df026d10d17edc5ce1c98ef462e9ad433a272b1a307f689ed0bb030b0c3bc4,10,181634,3,2027,completed,malware_family,450,2080,102.159,450,0.7010337698166933
0.7155555555555555,compact_cnn,4,10,10,10,,,gray,512,0.7063239867104261,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_gray_512_seed4099/malware_family_compact_cnn_gray_512_seed4099.keras,d6e5672994f0540f8a7c45cec10bc127475c0d4c0a40188ce0e9adbc37d0c9af,10,181634,3,4099,completed,malware_family,450,2080,102.09,450,0.7063239867104262
0.6044444444444445,dense_small,4,10,10,7,,,gray,512,0.5865229029127714,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_gray_512_seed1337/malware_family_dense_small_gray_512_seed1337.keras,9b7ae90f1930e548fe1d221cb462308724a793d35d121605f2a56da0971ffc8a,10,300010,3,1337,completed,malware_family,450,2080,204.573,450,0.5865229029127715
0.6666666666666666,dense_small,4,10,10,10,,,gray,512,0.6590100883564931,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_gray_512_seed2027/malware_family_dense_small_gray_512_seed2027.keras,e6f9dfe10c916ced289908e47b5e15155f674ff55ee9764faa33807b990be825,10,300010,3,2027,completed,malware_family,450,2080,280.995,450,0.6590100883564931
0.7088888888888889,dense_small,4,10,10,10,,,gray,512,0.7026879787131921,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_gray_512_seed4099/malware_family_dense_small_gray_512_seed4099.keras,72416aee48b71e0832b11a8ebc26014f89ed822ba5fa01d77c2681c4e7d839b0,10,300010,3,4099,completed,malware_family,450,2080,280.701,450,0.7026879787131922
0.78,residual_small,4,10,10,10,,,gray,512,0.7810726078865167,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_gray_512_seed1337/malware_family_residual_small_gray_512_seed1337.keras,605ea697e995630a1d4c220bca73910367db56fdf7925bc5dc6f4babbfc48b25,10,919434,3,1337,completed,malware_family,450,2080,215.509,450,0.7810726078865167
0.6755555555555556,residual_small,4,10,10,8,,,gray,512,0.6683920443533153,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_gray_512_seed2027/malware_family_residual_small_gray_512_seed2027.keras,d086179564eb511ee3324e135f015f6efe2b1627b58c352e283f6449d4644605,10,919434,3,2027,completed,malware_family,450,2080,169.03,450,0.6683920443533155
0.7666666666666667,residual_small,4,10,10,10,,,gray,512,0.7699837757586715,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_gray_512_seed4099/malware_family_residual_small_gray_512_seed4099.keras,6b877705201a8f211c1b025aae12631c4a02ed8e1f4b945fd1190cc55374925d,10,919434,3,4099,completed,malware_family,450,2080,208.578,450,0.7699837757586715
0.7844444444444445,inception_small,4,10,10,10,,,gray,512,0.7861846199210002,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_gray_512_seed1337/malware_family_inception_small_gray_512_seed1337.keras,3a0ccfd3192aca9aed9d7c5fb7089e3f8845fcc6dcac4c3e5a20a8726def9527,10,2263370,3,1337,completed,malware_family,450,2080,1251.307,450,0.7861846199210003
0.7622222222222222,inception_small,4,10,10,10,,,gray,512,0.7642484389401878,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_gray_512_seed2027/malware_family_inception_small_gray_512_seed2027.keras,031c0fddb51d4b571175784d59afe8990ee25bf50d8efa2c70198657e95b718d,10,2263370,3,2027,completed,malware_family,450,2080,1227.642,450,0.7642484389401878
0.7711111111111111,inception_small,4,10,10,10,,,gray,512,0.7695192080515086,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_gray_512_seed4099/malware_family_inception_small_gray_512_seed4099.keras,7cb193461fd3e626c8f40953650ccced211a14e646dbd00b7f27c83edb6c8af9,10,2263370,3,4099,completed,malware_family,450,2080,1228.132,450,0.7695192080515089
0.1,convnext_tiny_scratch,4,10,10,6,,,gray,512,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_512_seed1337/malware_family_convnext_tiny_scratch_gray_512_seed1337.keras,76bf550f7e7f946a9775f4c9832a112e626b78452acaf9c4032115a5485cbe06,1,1998682,3,1337,completed,malware_family,450,2080,133.492,450,0.01818181818181818
0.10222222222222223,convnext_tiny_scratch,4,10,10,6,,,gray,512,0.0225664495687379,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_512_seed2027/malware_family_convnext_tiny_scratch_gray_512_seed2027.keras,18392d66604649bf0cfb9c731ded7eacf4d616305fd181081b1b3dd397994aa5,2,1998682,3,2027,completed,malware_family,450,2080,130.024,450,0.0225664495687379
0.1,convnext_tiny_scratch,4,10,10,7,,,gray,512,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_gray_512_seed4099/malware_family_convnext_tiny_scratch_gray_512_seed4099.keras,124b403b0ebf67e24bf12304ee6cb55347365db9b1d23fb05d22e88e90d2e457,1,1998682,3,4099,completed,malware_family,450,2080,149.042,450,0.01818181818181818
0.6577777777777778,compact_cnn,4,10,10,10,,,rgb_triplet,512,0.6598581334879968,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_512_seed1337/malware_family_compact_cnn_rgb_triplet_512_seed1337.keras,4759457dbe18d3e442b07ca792b0e5a0b03c6f8e294af811e2d873c13f1788fc,10,182066,3,1337,completed,malware_family,450,2080,111.745,450,0.6598581334879967
0.6333333333333333,compact_cnn,4,10,10,10,,,rgb_triplet,512,0.6276613329930878,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_512_seed2027/malware_family_compact_cnn_rgb_triplet_512_seed2027.keras,da65aa8d16bbabf0adbd48fc5b9ea834ee4a4bc3be3adb97516d3cf8d0c1b51b,10,182066,3,2027,completed,malware_family,450,2080,110.571,450,0.6276613329930879
0.6466666666666666,compact_cnn,4,10,10,10,,,rgb_triplet,512,0.6408149413183929,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_compact_cnn_rgb_triplet_512_seed4099/malware_family_compact_cnn_rgb_triplet_512_seed4099.keras,913704d32ee871a67f46030b739f8c7777cca6da21eebba3892fb42895302d9c,10,182066,3,4099,completed,malware_family,450,2080,110.997,450,0.6408149413183929
0.6711111111111111,dense_small,4,10,10,10,,,rgb_triplet,512,0.6635491573044969,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_512_seed1337/malware_family_dense_small_rgb_triplet_512_seed1337.keras,7af74a1aa9fd26e5a304b4a80a830e9b1b9b6c0d8aece1430c6224d0bda38afc,10,300586,3,1337,completed,malware_family,450,2080,290.179,450,0.6635491573044968
0.6777777777777778,dense_small,4,10,10,10,,,rgb_triplet,512,0.6624798805715058,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_512_seed2027/malware_family_dense_small_rgb_triplet_512_seed2027.keras,df7a8bd2cce414df51cbd0435ae3314620f9af4fa32d53cf8ec9d6fdfd7cce3b,10,300586,3,2027,completed,malware_family,450,2080,289.256,450,0.6624798805715056
0.5577777777777778,dense_small,4,10,10,5,,,rgb_triplet,512,0.5371658783134413,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_dense_small_rgb_triplet_512_seed4099/malware_family_dense_small_rgb_triplet_512_seed4099.keras,bd324f2a80b2b0d6779134588173c3e74a30f91d0754bf54cd4d8a0cc82d39d8,10,300586,3,4099,completed,malware_family,450,2080,148.181,450,0.5371658783134412
0.7888888888888889,residual_small,4,10,10,10,,,rgb_triplet,512,0.788865508248926,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_512_seed1337/malware_family_residual_small_rgb_triplet_512_seed1337.keras,3eebb239424d0c70bd08f4ed960b0b23f92b4b961590401fb993fbaa570b7e55,10,920010,3,1337,completed,malware_family,450,2080,217.63,450,0.788865508248926
0.7511111111111111,residual_small,4,10,10,10,,,rgb_triplet,512,0.7560989189459592,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_512_seed2027/malware_family_residual_small_rgb_triplet_512_seed2027.keras,d8c812e22fab90746763ab1bfb2a09bafd4ee70e45c6798620ff8a4085fc3860,10,920010,3,2027,completed,malware_family,450,2080,217.371,450,0.756098918945959
0.6688888888888889,residual_small,4,10,10,7,,,rgb_triplet,512,0.6663483277033118,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_residual_small_rgb_triplet_512_seed4099/malware_family_residual_small_rgb_triplet_512_seed4099.keras,7585bb63c7b6c8961d6364f1bf3dd12d5c89771a5037b698aa848d65f4d63e4a,10,920010,3,4099,completed,malware_family,450,2080,154.943,450,0.6663483277033118
0.8044444444444444,inception_small,4,10,10,10,,,rgb_triplet,512,0.8083952057690892,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_512_seed1337/malware_family_inception_small_rgb_triplet_512_seed1337.keras,155ada97b33c49e4eef74243f0c7490c6f5d9a08a3677ea0e49d451e032ab955,10,2263946,3,1337,completed,malware_family,450,2080,1235.494,450,0.8083952057690891
0.7533333333333333,inception_small,4,10,10,10,,,rgb_triplet,512,0.7489900842182977,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_512_seed2027/malware_family_inception_small_rgb_triplet_512_seed2027.keras,6fa22202387d7268b10ad406c242e2aeda87daed8b4f320e61b10e906b136293,10,2263946,3,2027,completed,malware_family,450,2080,1235.087,450,0.7489900842182978
0.8088888888888889,inception_small,4,10,10,10,,,rgb_triplet,512,0.8092714921623424,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_inception_small_rgb_triplet_512_seed4099/malware_family_inception_small_rgb_triplet_512_seed4099.keras,5d865ae3a1e51f8ed7c036a0d8a0c947aa2932da016bb924fb5c23341321a52f,10,2263946,3,4099,completed,malware_family,450,2080,1234.921,450,0.8092714921623423
0.1,convnext_tiny_scratch,4,10,10,10,,,rgb_triplet,512,0.01818181818181818,/home/phil/vibex_secure_dataset/sources/malwarebazaar_planb/model_sweeps/planb_stagea_family_native_20260604T172000Z/models/malware_family_convnext_tiny_scratch_rgb_triplet_512_seed1337/malware_family_convnext_tiny_scratch_rgb_triplet_512_seed1337.keras,83de42df3a67aa67732874e1967baf487f16d824f743bd1d019fb61de61f307e,1,2000218,3,1337,completed,malware_family,450,2080,214.642,450,0.01818181818181818
